key,summary,category,full_name,alert_warn_detail,alert_error_detail,acceptable,targeted,alert_warn_detail_cs,alert_error_detail_cs,acceptable_cs,targeted_cs,evaluate_type,format_type,is_species_specific,include_cumulative,alert_warn_name,alert_error_name,help_description
ANTIBODY_recognized_feature_bc_frac,TRUE,Feature Barcoding,Fraction Antibody Reads,,,,,,,,,,percentage,,,,,Fraction of Antibody library reads that contain a recognized antibody barcode.
ANTIBODY_frac_feature_reads_usable,TRUE,Feature Barcoding,Fraction Antibody Reads Usable,,,,,,,,,,percentage,,,,,"Fraction of Antibody library reads that contain a recognized antibody barcode, a valid UMI, and a cell-associated barcode."
ANTIBODY_feature_reads_usable_per_cell,TRUE,Feature Barcoding,Antibody Reads Usable per Cell,,,,,,,,,,int,,,,,Number of Antibody library reads usable divided by the number of cell-associated barcodes.
ANTIBODY_reads_lost_to_aggregate_GEMs,TRUE,Feature Barcoding,Fraction Antibody Reads in Aggregate Barcodes,Ideal < 5%. Detected some aggregate barcodes. These barcodes and their corresponding reads have been removed from the final matrix.,alert_warn_detail,1.0,0.05,alert_warn_detail,alert_warn_detail,acceptable,targeted,lt,percentage,,,High Fraction of Antibody Reads in Aggregate Barcodes,,Fraction of Antibody library reads that was lost after removing aggregate barcodes.
ANTIBODY_unrecognized_feature_bc_frac,TRUE,Feature Barcoding,Fraction Unrecognized Antibody,,,,,,,,,,percentage,,,,,"Among all Antibody library reads, the fraction with an unrecognizable antibody barcode."
ANTIBODY_feature_reads_in_cells,TRUE,Feature Barcoding,Antibody Reads in Cells,,,,,,,,,,percentage,,,,,"Among Antibody library reads with a recognized antibody barcode, a valid UMI, and a valid barcode, the fraction associated with cell-containing partitions."
ANTIBODY_multi_filtered_bcs_median_counts,TRUE,Feature Barcoding,Median UMIs per Cell (summed over all recognized antibody barcodes),,,,,,,,,,int,,,,,Median UMIs per Cell (summed over all recognized antibody barcodes).
# ANTIGEN Application,,,,,,,,,,,,,,,,,,
ANTIGEN_recognized_feature_bc_frac,TRUE,Feature Barcoding,Fraction Antigen Reads,,,,,,,,,,percentage,,,,,Fraction of Antigen library reads that contain a recognized antigen barcode.
ANTIGEN_frac_feature_reads_usable,TRUE,Feature Barcoding,Fraction Antigen Reads Usable,,,,,,,,,,percentage,,,,,"Fraction of Antigen library reads that contain a recognized antigen barcode, a valid UMI, and a cell-associated barcode."
ANTIGEN_feature_reads_usable_per_cell,TRUE,Feature Barcoding,Antigen Reads Usable per Cell,,,,,,,,,,int,,,,,Number of Antigen library reads usable divided by the number of cell-associated barcodes.
ANTIGEN_reads_lost_to_aggregate_GEMs,TRUE,Feature Barcoding,Fraction Antigen Reads in Aggregate Barcodes,Ideal < 5%. Detected some aggregate barcodes. These barcodes and their corresponding reads have been removed from the final matrix.,alert_warn_detail,1.0,0.05,alert_warn_detail,alert_warn_detail,acceptable,targeted,lt,percentage,,,High Fraction of Antigen Reads in Aggregate Barcodes,,Fraction of Antigen library reads that was lost after removing aggregate barcodes.
ANTIGEN_unrecognized_feature_bc_frac,TRUE,Feature Barcoding,Fraction Unrecognized Antigen,,,,,,,,,,percentage,,,,,"Among all Antigen library reads, the fraction with an unrecognizable antigen barcode."
ANTIGEN_feature_reads_in_cells,TRUE,Feature Barcoding,Antigen Reads in Cells,,,,,,,,,,percentage,,,,,"Among Antigen library reads with a recognized antigen barcode, a valid UMI, and a valid barcode, the fraction associated with cell-containing partitions."
ANTIGEN_multi_filtered_bcs_median_counts,TRUE,Feature Barcoding,Median UMIs per Cell (summed over all recognized antigen barcodes),,,,,,,,,,int,,,,,Median UMIs per Cell (summed over all recognized antigen barcodes).
# Custom Feature,,,,,,,,,,,,,,,,,,
Custom_recognized_feature_bc_frac,TRUE,Feature Barcoding,Fraction Feature Reads,,,,,,,,,,percentage,,,,,Fraction of Custom library reads that contain a recognized feature barcode.
Custom_frac_feature_reads_usable,TRUE,Feature Barcoding,Fraction Feature Reads Usable,,,,,,,,,,percentage,,,,,"Fraction of Custom library reads that contain a recognized feature barcode, a valid UMI, and a cell-associated barcode."
Custom_feature_reads_usable_per_cell,TRUE,Feature Barcoding,Feature Reads Usable per Cell,,,,,,,,,,int,,,,,Number of Feature library reads usable divided by the number of cell-associated barcodes.
Custom_unrecognized_feature_bc_frac,TRUE,Feature Barcoding,Fraction Unrecognized Feature,,,,,,,,,,percentage,,,,,"Among all Feature library reads, the fraction with an unrecognizable antibody barcode."
Custom_feature_reads_in_cells,TRUE,Feature Barcoding,Feature Reads in Cells,,,,,,,,,,percentage,,,,,"Among Feature library reads with a recognized antibody barcode, a valid UMI, and a valid barcode, the fraction associated with cell-containing partitions."
Custom_multi_filtered_bcs_median_counts,TRUE,Feature Barcoding,Median UMIs per Cell (summed over all recognized feature barcodes),,,,,,,,,,int,,,,,Median UMIs per Cell (summed over all recognized feature barcodes).
# Aggregation,,,,,,,,,,,,,,,,,,
pre_normalization_total_reads,TRUE,Aggregation,Pre-Normalization Total Number of Reads,,,,,,,,,,int,,,,,Total number of read pairs that were assigned to these libraries in demultiplexing.
post_normalization_total_reads,TRUE,Aggregation,Post-Normalization Total Number of Reads,,,,,,,,,,int,,,,,Number of read pairs after normalizing for depth among multiple libraries.
frac_reads_kept,TRUE,Aggregation,Fraction of Reads Kept,,,,,,,,,,percentage,TRUE,,,,"The fraction of reads kept for this input sample, after normalizing depth across samples to reduce batch effects."
pre_normalization_raw_reads_per_filtered_bc,TRUE,Aggregation,Pre-Normalization Total Reads per Cell,,,,,,,,,,int,TRUE,,,,"The mean number of total sequencing reads per cell in this input sample, prior to depth normalization."
pre_normalization_cmb_reads_per_filtered_bc,TRUE,Aggregation,Pre-Normalization Confidently Mapped Barcoded Reads per Cell,,,,,,,,,,int,TRUE,,,,"The mean number of confidently-mapped, valid-barcode reads per cell in this input sample, prior to depth normalization."
pre_normalization_targeted_cmb_reads_per_filtered_bc,TRUE,Aggregation,Pre-Normalization Confidently Mapped Barcoded Targeted Reads per Cell,,,,,,,,,,int,TRUE,,,,"The mean number of confidently-mapped-to-targeted-transcriptome, valid-barcode reads per cell in this input sample, prior to depth normalization. Reads are considered mapped to the targeted transcriptome if they are aligned to a targeted gene."
lowest_frac_reads_kept,TRUE,Aggregation,Fraction of Reads Kept,Ideal > 50%. There may be large differences in sequencing depth across the input libraries. Application performance may be affected.,alert_warn_detail,0.25,0.5,alert_warn_detail,alert_warn_detail,acceptable,targeted,gt,percentage,FALSE,,Low Post-Normalization Read Depth,alert_warn_name,"The fraction of reads kept for this input sample, after normalizing depth across samples to reduce batch effects."
pre_normalization_multi_transcriptome_total_raw_reads_per_filtered_bc,TRUE,Aggregation,Pre-Normalization Mean Reads per Cell,,,,,,,,,,int,,,,,The total number of sequenced reads divided by the number of barcodes associated with cell-containing partitions.
post_normalization_multi_transcriptome_total_raw_reads_per_filtered_bc,TRUE,Aggregation,Post-Normalization Mean Reads per Cell,,,,,,,,,,int,,,,,The total number of (depth-normalized) reads divided by the number of barcodes associated with cell-containing partitions.
CRISPR_frac_reads_kept,TRUE,Aggregation,Fraction of Reads Kept,,,,,,,,,,percentage,TRUE,,,,"The fraction of reads kept for this input sample, after normalizing depth across samples to reduce batch effects."
CRISPR_pre_normalization_raw_reads_per_filtered_bc,TRUE,Aggregation,Pre-Normalization Total Reads per Cell,,,,,,,,,,int,TRUE,,,,"The mean number of total sequencing reads per cell in this input sample, prior to depth normalization."
CRISPR_pre_normalization_cmb_reads_per_filtered_bc,TRUE,Aggregation,Pre-Normalization Confidently Mapped Barcoded Reads per Cell,,,,,,,,,,int,TRUE,,,,"The mean number of confidently-mapped, valid-barcode reads per cell in this input sample, prior to depth normalization."
ANTIBODY_frac_reads_kept,TRUE,Aggregation,Fraction of Reads Kept,,,,,,,,,,percentage,TRUE,,,,"The fraction of reads kept for this input sample, after normalizing depth across samples to reduce batch effects."
ANTIBODY_pre_normalization_raw_reads_per_filtered_bc,TRUE,Aggregation,Pre-Normalization Total Reads per Cell,,,,,,,,,,int,TRUE,,,,"The mean number of total sequencing reads per cell in this input sample, prior to depth normalization."
ANTIBODY_pre_normalization_cmb_reads_per_filtered_bc,TRUE,Aggregation,Pre-Normalization Confidently Mapped Barcoded Reads per Cell,,,,,,,,,,int,TRUE,,,,"The mean number of confidently-mapped, valid-barcode reads per cell in this input sample, prior to depth normalization."
ANTIGEN_frac_reads_kept,TRUE,Aggregation,Fraction of Reads Kept,,,,,,,,,,percentage,TRUE,,,,"The fraction of reads kept for this input sample, after normalizing depth across samples to reduce batch effects."
ANTIGEN_pre_normalization_raw_reads_per_filtered_bc,TRUE,Aggregation,Pre-Normalization Total Reads per Cell,,,,,,,,,,int,TRUE,,,,"The mean number of total sequencing reads per cell in this input sample, prior to depth normalization."
ANTIGEN_pre_normalization_cmb_reads_per_filtered_bc,TRUE,Aggregation,Pre-Normalization Confidently Mapped Barcoded Reads per Cell,,,,,,,,,,int,TRUE,,,,"The mean number of confidently-mapped, valid-barcode reads per cell in this input sample, prior to depth normalization."
Custom_frac_reads_kept,TRUE,Aggregation,Fraction of Reads Kept,,,,,,,,,,percentage,TRUE,,,,"The fraction of reads kept for this input sample, after normalizing depth across samples to reduce batch effects."
Custom_pre_normalization_raw_reads_per_filtered_bc,TRUE,Aggregation,Pre-Normalization Total Reads per Cell,,,,,,,,,,int,TRUE,,,,"The mean number of total sequencing reads per cell in this input sample, prior to depth normalization."
Custom_pre_normalization_cmb_reads_per_filtered_bc,TRUE,Aggregation,Pre-Normalization Confidently Mapped Barcoded Reads per Cell,,,,,,,,,,int,TRUE,,,,"The mean number of confidently-mapped, valid-barcode reads per cell in this input sample, prior to depth normalization."
# Batch Normalization,,,,,,,,,,,,,,,,,,
batch_effect_score_before_correction,TRUE,Batch Correction,Batch Effect Score before Correction,,,,,,,,,,float,,,,,"Before chemistry batch correction, the average fraction of 100 nearest neighbors belonging to the same batch, normalized by the expected value without batch effect."
batch_effect_score_after_correction,TRUE,Batch Correction,Batch Effect Score after Correction,,,,,,,,,,float,,,,,"After chemistry batch correction, the average fraction of 100 nearest neighbors belonging to the same batch, normalized by the expected value without batch effect."
multi_transcriptome_targeted_conf_mapped_reads_frac,FALSE,Mapping,Reads Mapped Confidently to the Targeted Transcriptome,"Ideal > 30%. This can indicate use of a small panel with low aggregate expression, use of the wrong target panel, or inefficient targeting. Targeted performance may be affected.",alert_warn_detail,0.2,0.3,alert_warn_detail,alert_warn_detail,acceptable,targeted,gt,percentage,,,Low Fraction Reads Confidently Mapped To Targeted Transcriptome,alert_warn_name,Fraction of reads that mapped to a unique targeted gene in the transcriptome. The read must be consistent with annotated splice junctions. These reads are considered for UMI counting.
